sentence,char_count,token_count
འཛུལ་སྒོའི་ས་ཁོངས་གཞན་ཚུ་དང་ཕྱདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདཔལ་འབྱོར་དང་ གནས་འཁོར གནས་གོང་ཁེ་སུ་སྦེ་བྱིནམ་མས་ཟེར་ བཟའ་ཁང་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ བཟའ་ཁང་གཉིས་ཆ་ར་ལུ་ སྤ་རོ ཐོ་ཕོག་འོང་ཟེར་ཨིན་པས།,199,52
འཛུལ་སྒོའི་ས་ཁོངས་གཞན་ཚུ་དང་ཕྱདཔ་ད་ ཚ་གྱང་ཅིག་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགནས་གོང་ཁེ་སུ་སྦེ་བྱིནམ་མས་ཟེར་ བདེ་ཐང་དཀར་ཆགས བཟའ་ཁང་ཚུ་ ཕབ་ཆག་གི་དུས་ཚོད་དེ་ཡང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཐོ་ཕོག་འོང་ཟེར་ཨིན་པས།,203,54
བཟའ་ཁང་ཚུ་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལནང་འཁོད་ལུ་ཚོང་འབྲེལ་མར་བབས་འགྱོ་མི་གིས་ གླུ་དབྱངས དྲག་དོ་བཟུམ་འབད་རུང་ འོང་འབབ་མེད་པའི་བསྒང་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ དབང་ཕྱུག་གིས་ པདྨ བཤདཔ་ཨིན་པས།,190,47
བཟའ་ཁང་ཚུ་ལུ་ ས་མཚམས་ཀྱི་དཔལ་འབྱོར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདྲག་དོ་བཟུམ་འབད་རུང་ རྩོམ་རིག འོང་འབབ་མེད་པའི་བསྒང་ལས་ ཁྲལ་ཟུར་ཐབས་ལུ་དམིགས་ཏེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཤདཔ་ཨིན་པས།,176,43
འགུལ་མེད་རྒྱུ་དངོས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམར་བབས་སོང་ཡོདཔ་ད་ བུམ་ཐང ༉ ཕུན་ཚོགས་གླིང་གི་ཁྲོམ་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,122,31
བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,24,7
དགེ་ལེགས་ཕུག་དྲན་ཤེས་ཁྲོམ་ཚོགས་ ཉེན་སྲུང་དང་ལྡནམ་སྦེ་བཞག་ཐབས་ལུ་ པར་ཆས་བཙུགས་སྒྲིག་འབད་ཡོདཔ།,92,21
ཁྲིམས་སྲུང་འགག་པ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདགེ་ལེགས་ཕུག་དྲན་ཤེས་ཁྲོམ་ཚོགས་ འབྲུག་པ བཙུགས་སྒྲིག་འབད་ཡོདཔ་བཞིན་དུ་ (མེ་དང་ཉེན་སྐྱོབ་) བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཁྲོམ་ལྟེ་བ་དང་ སྤ་རོ ཡོདཔ་ཨིན་པས།,192,46
ཁྲིམས་སྲུང་འགག་པ་གིས་ ཁྲིམས་སྲུང་འགག་པ་༡༠ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཙུགས་སྒྲིག་འབད་ཡོདཔ་བཞིན་དུ་ ཨེ་མ་དར་ཚི (མེ་དང་ཉེན་སྐྱོབ་) གཞི་བཙུགས་འབད་ཡོདཔ་ཨིན་པས།,152,37
གསར་སྤང་རབ་སྡེའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཡོདཔ་ཨིན་པས།,54,13
ཁྲིམས་སྲུང་འགག་པ་གིས་ རིག་གཞུང ཁྲིམས་སྲུང་འགག་པ་༡༠ བཙུགས་སྒྲིག་འབད་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ(མེ་དང་ཉེན་སྐྱོབ་) ཆེད་གཞི གཞི་བཙུགས་འབད་ཡོདཔ་ཨིན་པས།,152,36
གསར་སྤང་རབ་སྡེའི་ ཉེན་སྲུང་ལྟ་རྟོག་འབད་ནིའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཁྲིམས་སྲུང་འགག་པ་༡༠ འབྲས བཙུགས་སྒྲིག་འབད་ཡོདཔ་ད་ ལྟ་རྟོག་འབད་ཚུགས་ནི་ཨིན་པས།,145,34
དེང་སང་དང་མཐུན་པའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགཞི་བཙུགས་འབད་ཡོདཔ་ཨིན་པས།,70,17
གསར་སྤང་རབ་སྡེའི་ དབྱེ་ཞིབ ཉེན་སྲུང་ལྟ་རྟོག་འབད་ནིའི་ གདོང་ལེན་འབད་ཚུགས་ནི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཙུགས་སྒྲིག་འབད་ཡོདཔ་ད་ འབྲུག ལྟ་རྟོག་འབད་ཚུགས་ནི་ཨིན་པས།,157,36
དེང་སང་དང་མཐུན་པའི་ གོང་འཕེལ་གཏང་ཚུགས་ནི་མས་ཟེར་ཨིན་པས།,55,14
ཞིབ་དཔྱད་འབད་ནི་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཉེན་སྲུང་ལྟ་རྟོག་འབད་ནིའི་ བླ་མ གདོང་ལེན་འབད་ཚུགས་ནི་ འགོ་འབྱེད་འབད་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལྟ་རྟོག་འབད་ཚུགས་ནི་ཨིན་པས།,171,42
དེང་སང་དང་མཐུན་པའི་ ཚེས་བཅུ གོང་འཕེལ་གཏང་ཚུགས་ནི་མས་ཟེར་ཨིན་པས།,63,16
ཞིབ་དཔྱད་འབད་ནི་དང་ སེམས་ཤུགས་བྱིན་ཏེ་ཡོད་མི་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགདོང་ལེན་འབད་ཚུགས་ནི་ ཚེས་བཅུ འགོ་འབྱེད་འབད་ཡོདཔ་ད་ གསར་སྤང་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགོང་འཕེལ་གཏང་ཚུགས་ནི་མས་ཟེར་ཨིན་པས།,197,48
མི་དབང་རྒྱལ་ཡུམ་མཆོག་གིས་ ཨམ་སྲུའི་ལྕོགས་གྲུབ་ཡར་དྲག་གཏང་ནི་ལུ་ གཙུག་སྡེ་ཅིག་འགོ་འབྱེད་གནང་ཡོདཔ།,96,22
བཟོ་དགོ་ཟེར་ཨིན་པས།,19,5
ཕོ་སྐྱེས་ཚུ་ལས་ གཡག བྱིན་ཏེ་ཡོད་ཟེར་ཨིན་པས།,43,11
ལས་རིམ་སྐབས་ ས་གོ་ཚུ་ཡང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ལས་རིམ་འགོ་བཙུགས་མི་དེ་ ཆེད་གཞི གོ་སྐབས་བརྗེ་སོར་འབད་ནིའི་དོན་ལས་ མ་འདྲཝ་ཅིག་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབྱིན་ཏེ་ཡོད་ཟེར་ཨིན་པས།,179,46
དེ་བཟུམ་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ མི་ངོམ་ཚུ་ལས་ རྫོང་ཁ ལེགས་ཤོམ་སྦེ་ མཁས་མཆོག་ཅིག་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལས་རིམ་ནང་ གར་རྩལ སེམས་ཤུགས་ཐོབ་ཡོདཔ་ཨིན་པས།,158,40
དེ་བཟུམ་སྦེ་ མཉམ་འབྲེལ་ལས་རིམ་དེ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལེགས་ཤོམ་སྦེ་ རི་མོ མཁས་མཆོག་ཅིག་ལུ་ གལ་གནད་ཅན་ཅིག་ཨིན་ཟེར་གསུངས་ཡོདཔ་ཨིན་པས།,139,34
མི་དབང་རྒྱལ་ཡུམ་མཆོག་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསེམས་ཤུགས་ཐོབ་ཡོདཔ་ཨིན་པས།,76,18
དེ་བཟུམ་སྦེ་ མཆོད་རྟེན མཉམ་འབྲེལ་ལས་རིམ་དེ་གིས་ རི་ནིའུ་དང་གཅིག་ཁར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམཁས་མཆོག་ཅིག་ལུ་ ཐིམ་ཕུ གལ་གནད་ཅན་ཅིག་ཨིན་ཟེར་གསུངས་ཡོདཔ་ཨིན་པས།,156,38
མི་དབང་རྒྱལ་ཡུམ་མཆོག་གིས་ དྲན་རྟགས་ཅན་ཅིག་ཨིནམ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམཉམ་འབྲེལ་ལས་རིམ་དེ་གིས་ ནི རི་ནིའུ་དང་གཅིག་ཁར་ མི་དབང་འབྲུག་རྒྱལ་བཞི་པ་མཆོག་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགལ་གནད་ཅན་ཅིག་ཨིན་ཟེར་གསུངས་ཡོདཔ་ཨིན་པས།,216,53
མི་དབང་རྒྱལ་ཡུམ་མཆོག་གིས་ གྲོང་ཚོ དྲན་རྟགས་ཅན་ཅིག་ཨིནམ་ད་ རིག་རྩལ་གོང་འཕེལ་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ རི་ནིའུ་དང་གཅིག་ཁར་ དཀྱིལ་ར མི་དབང་འབྲུག་རྒྱལ་བཞི་པ་མཆོག་ སྦྱོང་བརྡར་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,201,50
དམིགས་བསལ་སྐྱིན་འགྲུལ་ལས་རིམ་གྱིས་ སྐྱིན་ཚབ་དུས་ཚོད་ཁར་ བཏབ་མ་ཚུགས་མི་ལུ་ ལྷན་ཐབས་འབད་ཚུགས་ནི།,94,22
ལོ་ངོ་དག་པ་ཅིག་གི་ཧེ་མར་ ནད་ཡམས་ཀོ་བིཌ་-༡༩ ལུ་བརྟེན་ དཔལ་འབྱོར་ལུ་ཐོ་ཕོག་སྟེ་ སྐྱིན་འགྲུལ་གྱི་སྐྱིན་ཚབ་བཏབ་མ་ཚུགས་མི་ཚུ་གི་དོན་ལུ་ འབྲུག་རྒྱལ་ཉེན་སྲུང་ཚད་ཀྱིས་ དམིགས་བསལ་སྐྱིན་འགྲུལ་ལས་རིམ་ཅིག་ འགོ་འབྱེད་འབད་ཡོདཔ་ཨིན་པས།,220,53
དང་ ཀུན་གསལ སེམས་ཤུགས་བྱིན་ཐབས་ལུ་ཨིན་པས།,41,10
དེ་མ་ཚད་ དུས་ཚོད་ཁར་མ་བཏབ་མི་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཚུདཔ་ཨིན་པས།,70,20
ལས་འཛིན་དང་འཁྲིལ་བ་ཅིན་ ཚེས་བཅུ སྐྱིན་འགྲུལ་གྱི་ ཁས་བླངས་ཐོག་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསེམས་ཤུགས་བྱིན་ཐབས་ལུ་ཨིན་པས།,118,28
དེ་མ་ཚད་ ཧི་མ་ལ་ཡ དུས་ཚོད་ཁར་མ་བཏབ་མི་དང་ སྐྱིན་འགྲུལ་བཏབ་ནི་ལུ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསྐྱིན་འགྲུལ་གྱི་ རྒྱུ་དཀའ།,114,30
དེ་བཟུམ་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཔདྨ་དབྱངས་ཅན་གྱིས་ འབྲུག མ་རྩ་གཞི་བཙུགས་ལས་ཚན་ལས་ ཟད་འགྲོ་ཉུང་དྲགས་ཐོག་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསྐྱིན་ཚབ་བཏབ་མ་ཚུགས་མི་དང་ གཡག བཤདཔ་ཨིན་པས།,179,44
དེ་བཟུམ་སྦེ་ སྐྱིན་ཚབ་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམ་རྩ་གཞི་བཙུགས་ལས་ཚན་ལས་ ཆོག་མི་སྡུད ཟད་འགྲོ་ཉུང་དྲགས་ཐོག་ལས་ སྐྱིན་འགྲུལ་ལེ་ཤ་མ་ལུས་པར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཤདཔ་ཨིན་པས།,175,44
གཞུང་གིས་ ཚོང་འབྲེལ་ཁྱད་པར་བསུབ་ནི་ལུ་ ནང་འཁོད་ལས་ ཤའི་ཐོན་སྐྱེད་འབད་ནི།,72,17
གཞུང་གིས་ ཚོང་འབྲེལ་གྱི་ ཁྱད་པར་བསུབ་ནི་དང་ ནང་འདྲེན་ལུ་བརྟེན་སྡོད་མི་ཚུ་ མར་ཕབ་འབད་ཐབས་ལུ་ ནང་འཁོད་ཤ་གི་ཐོན་སྐྱེད་ཡར་སེང་འབད་ནི་ལུ་ བརྩོན་ཤུགས་བསྐྱེད་དོ་ཡོདཔ་ཨིན་པས།,166,40
སྤྱི་ལོ་༢༠༢༥ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཕགཔ་གསོ་སྐྱོང་ཁང་སྦོམ་རེ་ནང་ འབྲུག་པ དངུལ་ཀྲམ་ཐེར་འབུམ་ལས་བཅད་དེ་ ལག་ལེན་འཐབ་ནི་ཨིན་པས།,125,32
བློན་པོ་གིས་འབད་བ་ཅིན་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབསྡུ་གསོག་འབད་མི་དང་ ཆེད་གཞི ཐོན་སྐྱེད་འབད་ནུག།,94,23
སྤྱི་ལོ་༢༠༢༥ བསམ་རྩེ་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ དངུལ་ཀྲམ་ཐེར་འབུམ་ལས་བཅད་དེ་ གོ ལག་ལེན་འཐབ་ནི་ཨིན་པས།,103,27
བློན་པོ་གིས་འབད་བ་ཅིན་ གསར་སྤང་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཐོན་སྐྱེད་འབད་ནུག།,77,19
སྤྱི་ལོ་༢༠༢༥ ཀུན་གསལ བསམ་རྩེ་ལུ་ བསམ་རྩེ་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལག་ལེན་འཐབ་ནི་ཨིན་པས།,90,23
"ཉ་ཐོན་སྐྱེད་ཡར་སེང་འབད་ནི་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལས་ ཨེ་མ་དར་ཚི ཐོན་སྐྱེད་འབད་ཚུགས་པའི་ ཕྱག་ཞུ་དོ་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལས་༢,༠༠༠ མོག་མོག བརྩོན་ཤུགས་བསྐྱེད་དོ་ཟེར་ཨིན་པས།",184,46
ཉ་ཐོན་སྐྱེད་ཡར་སེང་འབད་ནི་ལུ་ ཤ་ནང་འདྲེན་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཐོན་སྐྱེད་འབད་ཚུགས་པའི་ དབྱེ་ཞིབ ཕྱག་ཞུ་དོ་ཡོདཔ་ད་ དེ་ཅིག་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབརྩོན་ཤུགས་བསྐྱེད་དོ་ཟེར་ཨིན་པས།,185,46
ཉ་ཐོན་སྐྱེད་ཡར་སེང་འབད་ནི་ལུ་ ཆུ་སྒྲིག ཤ་ནང་འདྲེན་དང་ དེ་ཅིག་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཕྱག་ཞུ་དོ་ཡོདཔ་ད་ བླ་མ དེ་ཅིག་ ཡར་དྲག་གཏང་ཚུགས་ཟེར་ཨིན་པས།,144,38
དེ་ཡང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཤ་ནང་འདྲེན་དང་ བསོད་ནམས་ དེ་ཅིག་ བྱ་ཤ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདེ་ཅིག་ འབྲུག ཡར་དྲག་གཏང་ཚུགས་ཟེར་ཨིན་པས།,135,34
དེ་ཡང་ བྱ་གསོ་སྐྱོང་ཁང་སྦོམ་༣ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདེ་ཅིག་ འཆར་སྤྱོད བྱ་ཤ་ ཡར་སེང་འབད་ནིའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཡར་དྲག་གཏང་ཚུགས་ཟེར་ཨིན་པས།,146,37
ཨིན་རུང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརིན་ཐང་ཆེཝ་སྦེ་ འབད་དགོས་ དེ་ལས་ དེ་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ དེ་ལས་ དཀྱིལ་ར ཐོན་སྐྱེད་འབད་ནུག།,131,33
"ཨིན་རུང་ བལ་གྱི་ཐོན་སྐྱེད་ཊཱན་༢.༧ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདེ་ལས་ འབྲུག་པ དེ་ལས་ བྱ་༡༠,༠༠༠ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཐོན་སྐྱེད་འབད་ནུག།",132,32
"ཨིན་རུང་ འབྲུག་པ བལ་གྱི་ཐོན་སྐྱེད་ཊཱན་༢.༧ ལོ་བསྟར་གྱི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ དེ་ལས་ སྤུ་ན་ཁ བྱ་༡༠,༠༠༠ དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ བལ་གྱི་ཐོན་སྐྱེད་ཊཱན་༢.༧ ལས་བཟོ ལོ་བསྟར་གྱི་ དར་དཀར་ནང་ཚུ་ཨིན་པས།",199,52
"སོ་ནམ་བློན་པོ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབྱ་༡༠,༠༠༠ རི་མོ དང་ བྱ་ཤ་ཊཱན་༢༦༠ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལོ་བསྟར་གྱི་ གར་རྩལ དར་དཀར་ནང་ཚུ་ཨིན་པས།",136,36
སོ་ནམ་བློན་པོ་ འི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདང་ སྤ་རོ བྱ་ཤ་ཊཱན་༢༦༠ སྤྱི་ལོ་༢༠༢༤ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདར་དཀར་ནང་ཚུ་ཨིན་པས།,123,33
སོ་ནམ་བློན་པོ་ སྤུ་ན་ཁ འི་ དམིགས་གཏད་བསྐྱེདཔ་ཨིན་པས།,52,13
ལྷན་ཁག་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབྱ་ཤ་ཊཱན་༢༦༠ ཀུན་གསལ སྤྱི་ལོ་༢༠༢༤ སོ་ནམ་ཞིང་ལམ་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའི་ བདེ་ཐང་དཀར་ཆགས དམིགས་གཏད་བསྐྱེདཔ་ཨིན་པས།,155,39
ལྷན་ཁག་གིས་ ཕགཔ་༢༠༠ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ སྤྱི་ལོ་༢༠༢༤ པདྨ སོ་ནམ་ཞིང་ལམ་ཚུ་ ཉེན་སྲུང་དང་ལྡན་པའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདམིགས་གཏད་བསྐྱེདཔ་ཨིན་པས།,149,37
"ལྷན་ཁག་གིས་ བཀྲ་ཤིས ཕགཔ་༢༠༠ མཐོ་ཤོས་ར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསོ་ནམ་ཞིང་ལམ་ཚུ་ དགོན་པ ཉེན་སྲུང་དང་ལྡན་པའི་ ཐོན་སྐྱེད་ཊཱན་༡,༡༦༥ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཕགཔ་༢༠༠ ལས་བཟོ མཐོ་ཤོས་ར་ ལྷགཔ་ཅིག་ཡོདཔ་ཨིན་པས།",199,50
"ཕགཔ་གསོ་སྐྱོང་འཐབ་མི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཉེན་སྲུང་དང་ལྡན་པའི་ ལས་བཟོ ཐོན་སྐྱེད་ཊཱན་༡,༡༦༥ འཆར་གཞི་ཡོདཔ་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ",136,34
བསམ་རྩེ་ལུ་ ཌོག་ཊར་མ་ལང་པའི་དཀར་ངལ་ཡོདཔ།,40,11
༉ བསམ་རྩེ་ལུ་ མཐའ་ཟུར་གྱི་སྨན་ཁང་གཉིས་ནང་ ཌོག་ཊར་མེད་པའི་དཀའ་ངལ་ཐོན་ཡོདཔ་ད་ རྡོ་རོ་ཁ་དང་ སྒོམ་ཀྲུ་གི་མི་སེར་ཚུ་ གསོ་བའི་མཐུན་རྐྱེན་འཐོབ་ནི་ལུ་ ལཱ་ཁག་བཏང་དོ་ཡོདཔ་ཨིན་པས།,168,44
ས་གནས་ཀྱི་མི་སེར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའགོ་དཔོན་གྱིས་ ཐིམ་ཕུ ས་གནས་ཀྱི་འགོ་ཁྲིདཔ་གིས་ སྨན་ཁང་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཞབས་ཏོག་ཐོབ་མ་ཚུགས་མི་ལུ་ དབྱེ་ཞིབ གཏེར་ཁ་ཚུ་ཡོད་མི་ལུ་བརྟེན་ཨིན་ཟེར་ཨིན་པས།,200,51
ས་གནས་ཀྱི་མི་སེར་ ཟམ་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལས་གནས་ཀྱི་འགོ་ཁྲིདཔ་གིས་ ཤེས་ཡོན སྨན་ཁང་ནང་ ཁྲོམ་སྡེའི་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགཏེར་ཁ་ཚུ་ཡོད་མི་ལུ་བརྟེན་ཨིན་ཟེར་ཨིན་པས།,173,44
འབྲུག་པའི་ན་གཞོན་ཚུ་གིས་ མི་སྡེ་ལས་རིག་རྩལ་གྱི་ལས་བྱེདཔ་ཟེར་བའི་ཐོག་ འོང་འབབ་ས་ཡ་ལས་བཅད་དེ་བཟོ་ཡོདཔ།,100,26
རྩ་བརྟན་མེད་མི་དེ་ གཞུང་རྒྱུན གལ་ཅན་ཅིག་ཨིན་ཟེར་ཨིན་པས།,55,14
མ་དངུལ་ལངམ་སྦེ་ བཤདཔ་ཨིན་པས།,28,7
གསར་སྤང་གི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ལྷོད་ཚུགས་པར་ འབྲུག ཁོང་ལུ་ གོང་ཚད་རན་ཏོག་ཏོ་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགལ་ཅན་ཅིག་ཨིན་ཟེར་ཨིན་པས།,135,35
མ་དངུལ་ལངམ་སྦེ་ ཀརྨ བཤདཔ་ཨིན་པས།,32,8
གསར་སྤང་གི་ བློ་གཏད་སྦོམ་སྦེ་ར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཁོང་ལུ་ འཆར་སྤྱོད གོང་ཚད་རན་ཏོག་ཏོ་དང་ ཞབས་ཏོག་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཤདཔ་ཨིན་པས།,143,36
ཉིམ་རྡོ་རྗེ་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ནང་འཁོད་ལུ་ གླུ་དབྱངས ལངམ་སྦེ་ཡོད་རུང་ དབང་ཤུགས་འབད་ནི་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལ་ལུ་ཅིག་རིག་རྩལ་མེདཔ་ལས་ འབྲས ཚ་གྱང་སྦོམ་ཤོས་ཅིག་ཨིན་པས།,182,46
ཉིམ་རྡོ་རྗེ་གིས་ མཁས་མཆོག་སོང་ཡོདཔ་ཨིན་པས།,42,10
ཁོ་གིས་འབད་བ་ཅིན་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལངམ་སྦེ་ཡོད་རུང་ གྲོང་ཚོ དབང་ཤུགས་འབད་ནི་ལུ་ མི་སྡེ་ལས་རིག་རྩལ་གྱི་ལས་བྱེདཔ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཚ་གྱང་སྦོམ་ཤོས་ཅིག་ཨིན་པས།,169,43
ཉིམ་རྡོ་རྗེ་གིས་ ཨེ་མ་དར་ཚི མཁས་མཆོག་སོང་ཡོདཔ་ཨིན་པས།,53,14
ཁོ་གིས་འབད་བ་ཅིན་ དུས་རྒྱུན་དུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདབང་ཤུགས་འབད་ནི་ལུ་ དབྱེ་གཞི མི་སྡེ་ལས་རིག་རྩལ་གྱི་ལས་བྱེདཔ་ འབད་དོ་ཡོད་རུང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམཁས་མཆོག་སོང་ཡོདཔ་ཨིན་པས།,182,45
ཁོ་གིས་འབད་བ་ཅིན་ འབད་དགོས་ དུས་རྒྱུན་དུ་ ཞབས་ཏོག་གན་ལེན་ཡོད་མི་ལུ་བརྟེན་ཨིན་ཟེར་ཨིན་པས།,88,22
རྒྱ་གར་གྱི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ མི་སྡེ་ལས་རིག་རྩལ་གྱི་ལས་བྱེདཔ་ འབྲུག་གི་གནས་ཚུལ འབད་དོ་ཡོད་རུང་ མཐོ་དྲགས་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདུས་རྒྱུན་དུ་ འབྲུག་འཕྲིན་གླིང་ ཞབས་ཏོག་གན་ལེན་ཡོད་མི་ལུ་བརྟེན་ཨིན་ཟེར་ཨིན་པས།,218,53
རྒྱ་གར་གྱི་ རྒྱབ་སྐྱོར་བྱིན་པ་ཅིན་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའབད་དོ་ཡོད་རུང་ ནགས་ཚལ མཐོ་དྲགས་སྦེ་ མཁོ་སྒྲུབ་འབད་ནིའི་དོན་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཞབས་ཏོག་གན་ལེན་ཡོད་མི་ལུ་བརྟེན་ཨིན་ཟེར་ཨིན་པས།,194,48
རྒྱ་གར་གྱི་ འབད་དགོས་ རྒྱབ་སྐྱོར་བྱིན་པ་ཅིན་ བྱུང་ཡི་ཟེར་ཨིན་པས།,64,15
ཁྱིམ་གྱི་ཇོ་བདག་གཞན་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམཐོ་དྲགས་སྦེ་ འགོད་རིམ མཁོ་སྒྲུབ་འབད་ནིའི་དོན་ལུ་ ས་ཁོངས་༩༣ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརྒྱབ་སྐྱོར་བྱིན་པ་ཅིན་ བདེ་ཐང་དཀར་ཆགས བྱུང་ཡི་ཟེར་ཨིན་པས།,186,45
